1778082673338 Linux 6.8.0-1021-gcp (memcache-server-9cj8) 05/06/26 _x86_64_ (4 CPU)
1778082674338
1778082674340 15:51:13 CPU %usr %nice %sys %iowait %irq %soft %steal %guest %gnice %idle
1778082698340 15:51:38 all 1.53 0.00 7.34 0.00 0.00 7.95 0.00 0.00 0.00 83.18
1778082699340 15:51:39 all 0.51 0.00 1.29 0.00 0.00 1.03 0.00 0.00 0.00 97.17
1778082700340 15:51:40 all 1.03 0.00 2.06 0.00 0.00 2.57 0.00 0.00 0.00 94.34
1778082701340 15:51:41 all 2.11 0.00 12.08 0.00 0.00 11.78 0.00 0.00 0.00 74.02
1778082702339 15:51:42 all 2.31 0.00 10.09 0.00 0.00 9.51 0.00 0.00 0.00 78.10
1778082703340 15:51:43 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082704341 15:51:44 all 1.61 0.00 6.70 0.00 0.00 7.77 0.00 0.00 0.00 83.91
1778082705340 15:51:45 all 2.33 0.00 17.15 0.00 0.00 15.99 0.00 0.00 0.00 64.53
1778082706340 15:51:46 all 1.61 0.00 9.38 0.00 0.00 7.51 0.00 0.00 0.00 81.50
1778082707340 15:51:47 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082708341 15:51:48 all 2.75 0.00 15.38 0.00 0.00 14.29 0.00 0.00 0.00 67.58
1778082709341 15:51:49 all 3.41 0.00 20.45 0.00 0.00 18.47 0.00 0.00 0.00 57.67
1778082710340 15:51:50 all 1.04 0.00 4.42 0.00 0.00 3.64 0.00 0.00 0.00 90.91
1778082711341 15:51:51 all 0.50 0.00 2.02 0.00 0.00 2.02 0.00 0.00 0.00 95.47
1778082712342 15:51:52 all 3.25 0.00 24.39 0.00 0.00 23.04 0.00 0.00 0.00 49.32
1778082713344 15:51:53 all 3.50 0.00 23.18 0.00 0.00 19.41 0.00 0.00 0.00 53.91
1778082714344 15:51:54 all 0.25 0.00 0.50 0.00 0.00 0.25 0.00 0.00 0.00 98.99
1778082715346 15:51:55 all 2.07 0.00 9.33 0.00 0.00 9.07 0.00 0.00 0.00 79.53
1778082716346 15:51:56 all 3.54 0.00 27.52 0.00 0.00 24.52 0.00 0.00 0.00 44.41
1778082717345 15:51:57 all 2.36 0.00 17.28 0.00 0.00 15.18 0.00 0.00 0.00 65.18
1778082718345 15:51:58 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082719346 15:51:59 all 3.39 0.00 20.37 0.00 0.00 17.75 0.00 0.00 0.00 58.49
1778082720346 15:52:00 all 4.72 0.00 32.28 0.00 0.00 25.98 0.00 0.00 0.00 37.01
1778082721345 15:52:01 all 1.77 0.00 10.38 0.00 0.00 9.11 0.00 0.00 0.00 78.73
1778082722345 15:52:02 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082723347 15:52:03 all 4.92 0.00 33.42 0.00 0.00 29.02 0.00 0.00 0.00 32.64
1778082724347 15:52:04 all 4.68 0.00 36.36 0.00 0.00 28.31 0.00 0.00 0.00 30.65
1778082725345 15:52:05 all 0.50 0.00 1.76 0.00 0.00 1.26 0.00 0.00 0.00 96.48
1778082726348 15:52:06 all 1.26 0.00 10.33 0.00 0.00 7.81 0.00 0.00 0.00 80.60
1778082727348 15:52:07 all 5.41 0.00 38.14 0.00 0.00 31.96 0.00 0.00 0.00 24.48
1778082728346 15:52:08 all 4.07 0.00 28.75 0.00 0.00 24.68 0.00 0.00 0.00 42.49
1778082729345 15:52:09 all 0.75 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 98.49
1778082730345 15:52:10 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082731346 15:52:11 all 0.25 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082732346 15:52:12 all 6.75 0.00 2.00 0.25 0.00 0.00 0.00 0.00 0.00 91.00
1778082733346 15:52:13 all 1.26 0.00 1.51 0.00 0.00 0.25 0.00 0.00 0.00 96.98
1778082734346 15:52:14 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082735346 15:52:15 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082736346 15:52:16 all 0.26 0.00 0.26 0.00 0.00 0.00 0.00 0.00 0.00 99.48
1778082737346 15:52:17 all 0.00 0.00 0.53 0.00 0.00 0.27 0.00 0.00 0.00 99.20
1778082738346 15:52:18 all 0.00 0.00 0.78 0.00 0.00 0.78 0.00 0.00 0.00 98.45
1778082739346 15:52:19 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082740346 15:52:20 all 0.27 0.00 1.10 0.00 0.00 0.55 0.00 0.00 0.00 98.08
1778082741346 15:52:21 all 1.13 0.00 0.85 0.00 0.00 0.85 0.00 0.00 0.00 97.17
1778082742346 15:52:22 all 0.26 0.00 0.78 0.00 0.00 0.52 0.00 0.00 0.00 98.43
1778082743346 15:52:23 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082744347 15:52:24 all 0.88 0.00 2.34 0.00 0.00 2.34 0.00 0.00 0.00 94.44
1778082745346 15:52:25 all 0.30 0.00 2.10 0.00 0.00 1.80 0.00 0.00 0.00 95.81
1778082746346 15:52:26 all 0.50 0.00 0.75 0.00 0.00 0.25 0.00 0.00 0.00 98.50
1778082747347 15:52:27 all 0.27 0.00 1.33 0.00 0.00 1.33 0.00 0.00 0.00 97.08
1778082748347 15:52:28 all 0.90 0.00 5.71 0.00 0.00 4.80 0.00 0.00 0.00 88.59
1778082749346 15:52:29 all 1.69 0.00 4.23 0.00 0.00 3.38 0.00 0.00 0.00 90.70
1778082750347 15:52:30 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082751347 15:52:31 all 1.12 0.00 4.75 0.00 0.00 4.47 0.00 0.00 0.00 89.66
1778082752347 15:52:32 all 1.50 0.00 8.98 0.00 0.00 9.58 0.00 0.00 0.00 79.94
1778082753347 15:52:33 all 0.54 0.00 3.78 0.00 0.00 3.24 0.00 0.00 0.00 92.43
1778082754347 15:52:34 all 0.25 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.25
1778082755348 15:52:35 all 1.99 0.00 11.68 0.00 0.00 10.26 0.00 0.00 0.00 76.07
1778082756348 15:52:36 all 1.80 0.00 11.68 0.00 0.00 11.68 0.00 0.00 0.00 74.85
1778082757347 15:52:37 all 0.51 0.00 1.78 0.00 0.00 1.78 0.00 0.00 0.00 95.93
1778082758348 15:52:38 all 0.52 0.00 2.07 0.00 0.00 2.33 0.00 0.00 0.00 95.08
1778082759348 15:52:39 all 2.91 0.00 15.70 0.00 0.00 16.57 0.00 0.00 0.00 64.83
1778082760347 15:52:40 all 2.02 0.00 12.97 0.00 0.00 12.10 0.00 0.00 0.00 72.91
1778082761347 15:52:41 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082762349 15:52:42 all 1.84 0.00 8.66 0.00 0.00 9.19 0.00 0.00 0.00 80.31
1778082763348 15:52:43 all 2.58 0.00 20.34 0.29 0.00 18.62 0.00 0.00 0.00 58.17
1778082764347 15:52:44 all 2.68 0.00 10.19 0.00 0.00 10.46 0.00 0.00 0.00 76.68
1778082765347 15:52:45 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082766349 15:52:46 all 2.66 0.00 18.35 0.00 0.00 17.02 0.00 0.00 0.00 61.97
1778082767348 15:52:47 all 3.03 0.00 23.97 0.00 0.00 23.14 0.00 0.00 0.00 49.86
1778082768347 15:52:48 all 1.03 0.00 5.93 0.00 0.00 5.93 0.00 0.00 0.00 87.11
1778082769349 15:52:49 all 0.75 0.00 1.50 0.00 0.00 0.75 0.00 0.00 0.00 96.99
1778082770349 15:52:50 all 4.04 0.00 27.76 0.00 0.00 27.76 0.00 0.00 0.00 40.43
1778082771348 15:52:51 all 4.36 0.00 27.25 0.00 0.00 24.52 0.00 0.00 0.00 43.87
1778082772348 15:52:52 all 0.50 0.00 0.75 0.00 0.00 0.25 0.00 0.00 0.00 98.50
1778082773351 15:52:53 all 1.29 0.00 9.77 0.00 0.00 9.77 0.00 0.00 0.00 79.18
1778082774350 15:52:54 all 4.55 0.00 27.54 0.00 0.00 28.07 0.00 0.00 0.00 39.84
1778082775348 15:52:55 all 3.16 0.00 21.58 0.00 0.00 18.16 0.00 0.00 0.00 57.11
1778082776348 15:52:56 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082777350 15:52:57 all 3.30 0.00 21.32 0.00 0.00 19.29 0.00 0.00 0.00 56.09
1778082778350 15:52:58 all 4.53 0.00 34.40 0.00 0.00 29.60 0.00 0.00 0.00 31.47
1778082779348 15:52:59 all 2.29 0.00 13.23 0.00 0.00 10.94 0.00 0.00 0.00 73.54
1778082780348 15:53:00 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082781350 15:53:01 all 5.24 0.00 35.34 0.00 0.00 28.27 0.00 0.00 0.00 31.15
1778082782350 15:53:02 all 6.04 0.00 41.21 0.00 0.00 28.87 0.00 0.00 0.00 23.88
1778082783349 15:53:03 all 1.01 0.00 4.02 0.00 0.00 2.26 0.00 0.00 0.00 92.71
1778082784349 15:53:04 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082785349 15:53:05 all 0.50 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.00
1778082786349 15:53:06 all 0.00 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082787349 15:53:07 all 1.26 0.00 1.76 0.00 0.00 0.00 0.00 0.00 0.00 96.98
1778082788349 15:53:08 all 0.00 0.00 0.50 0.00 0.00 0.25 0.00 0.00 0.00 99.25
1778082789349 15:53:09 all 0.75 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.75
1778082790349 15:53:10 all 0.25 0.00 0.51 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082791349 15:53:11 all 0.00 0.00 0.27 0.00 0.00 0.80 0.00 0.00 0.00 98.93
1778082792349 15:53:12 all 0.53 0.00 0.80 0.27 0.00 0.53 0.00 0.00 0.00 97.87
1778082793349 15:53:13 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082794350 15:53:14 all 0.53 0.00 0.79 0.00 0.00 0.00 0.00 0.00 0.00 98.68
1778082795349 15:53:15 all 0.00 0.00 1.15 0.00 0.00 0.86 0.00 0.00 0.00 97.99
1778082796349 15:53:16 all 0.82 0.00 0.54 0.00 0.00 0.82 0.00 0.00 0.00 97.83
1778082797349 15:53:17 all 0.75 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.75
1778082798350 15:53:18 all 0.56 0.00 2.24 0.00 0.00 0.84 0.00 0.00 0.00 96.36
1778082799350 15:53:19 all 0.58 0.00 2.92 0.00 0.00 2.92 0.00 0.00 0.00 93.57
1778082800349 15:53:20 all 0.27 0.00 1.33 0.00 0.00 0.80 0.00 0.00 0.00 97.61
1778082801349 15:53:21 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082802350 15:53:22 all 0.89 0.00 4.76 0.00 0.00 5.65 0.00 0.00 0.00 88.69
1778082803350 15:53:23 all 1.20 0.00 4.52 0.00 0.00 4.22 0.00 0.00 0.00 90.06
1778082804350 15:53:24 all 0.00 0.00 0.51 0.00 0.00 0.26 0.00 0.00 0.00 99.23
1778082805350 15:53:25 all 1.03 0.00 2.58 0.00 0.00 2.06 0.00 0.00 0.00 94.33
1778082806351 15:53:26 all 1.20 0.00 8.11 0.00 0.00 9.01 0.00 0.00 0.00 81.68
1778082807350 15:53:27 all 1.15 0.00 6.88 0.00 0.00 5.44 0.00 0.00 0.00 86.53
1778082808350 15:53:28 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082809351 15:53:29 all 1.37 0.00 6.58 0.00 0.00 6.03 0.00 0.00 0.00 86.03
1778082810351 15:53:30 all 2.99 0.00 11.04 0.00 0.00 11.64 0.00 0.00 0.00 74.33
1778082811350 15:53:31 all 1.09 0.00 5.99 0.00 0.00 4.36 0.00 0.00 0.00 88.56
1778082812350 15:53:32 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082813351 15:53:33 all 2.51 0.00 13.41 0.00 0.00 12.29 0.00 0.00 0.00 71.79
1778082814351 15:53:34 all 3.16 0.00 16.95 0.00 0.00 14.66 0.00 0.00 0.00 65.23
1778082815350 15:53:35 all 0.52 0.00 2.84 0.00 0.00 2.32 0.00 0.00 0.00 94.33
1778082816351 15:53:36 all 0.51 0.00 2.04 0.00 0.00 2.55 0.00 0.00 0.00 94.90
1778082817351 15:53:37 all 3.63 0.00 22.07 0.00 0.00 17.04 0.00 0.00 0.00 57.26
1778082818350 15:53:38 all 2.51 0.00 18.66 0.00 0.00 15.04 0.00 0.00 0.00 63.79
1778082819350 15:53:39 all 0.50 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 98.75
1778082820352 15:53:40 all 1.53 0.00 10.74 0.00 0.00 9.21 0.00 0.00 0.00 78.52
1778082821352 15:53:41 all 4.11 0.00 25.21 0.00 0.00 21.37 0.00 0.00 0.00 49.32
1778082822350 15:53:42 all 2.14 0.00 14.44 0.00 0.00 12.57 0.00 0.00 0.00 70.86
1778082823351 15:53:43 all 0.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082824352 15:53:44 all 3.39 0.00 21.88 0.00 0.00 16.41 0.00 0.00 0.00 58.33
1778082825352 15:53:45 all 4.03 0.00 29.84 0.00 0.00 22.58 0.00 0.00 0.00 43.55
1778082826351 15:53:46 all 1.28 0.00 8.44 0.00 0.00 8.18 0.00 0.00 0.00 82.10
1778082827351 15:53:47 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082828352 15:53:48 all 4.77 0.00 31.03 0.00 0.00 24.93 0.00 0.00 0.00 39.26
1778082829352 15:53:49 all 5.15 0.00 33.51 0.00 0.00 26.03 0.00 0.00 0.00 35.31
1778082830351 15:53:50 all 0.75 0.00 0.75 0.00 0.00 1.00 0.00 0.00 0.00 97.49
1778082831354 15:53:51 all 1.03 0.00 9.77 0.00 0.00 6.68 0.00 0.00 0.00 82.52
1778082832353 15:53:52 all 4.64 0.00 36.86 0.00 0.00 27.84 0.00 0.00 0.00 30.67
1778082833351 15:53:53 all 3.87 0.00 26.55 0.00 0.00 18.30 0.00 0.00 0.00 51.29
1778082834351 15:53:54 all 0.00 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082835354 15:53:55 all 3.31 0.00 21.63 0.00 0.00 18.07 0.00 0.00 0.00 57.00
1778082836354 15:53:56 all 4.38 0.00 39.43 0.00 0.00 29.90 0.00 0.00 0.00 26.29
1778082837351 15:53:57 all 2.56 0.00 16.11 0.00 0.00 13.30 0.00 0.00 0.00 68.03
1778082838351 15:53:58 all 0.50 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 98.50
1778082839352 15:53:59 all 0.50 0.00 0.75 0.00 0.00 0.25 0.00 0.00 0.00 98.50
1778082840351 15:54:00 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
