1778082323468 Linux 6.8.0-1021-gcp (memcache-server-9cj8) 05/06/26 _x86_64_ (4 CPU)
1778082324469
1778082324470 15:45:23 CPU %usr %nice %sys %iowait %irq %soft %steal %guest %gnice %idle
1778082372913 15:46:12 all 0.77 0.00 4.09 0.00 0.00 2.30 0.00 0.00 0.00 92.84
1778082373913 15:46:13 all 2.42 0.00 20.70 0.00 0.00 12.63 0.00 0.00 0.00 64.25
1778082374912 15:46:14 all 2.70 0.00 16.49 0.00 0.00 7.30 0.00 0.00 0.00 73.51
1778082375912 15:46:15 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082376914 15:46:16 all 1.05 0.00 10.00 0.00 0.00 5.53 0.00 0.00 0.00 83.42
1778082377914 15:46:17 all 2.68 0.00 20.11 0.00 0.00 12.06 0.00 0.00 0.00 65.15
1778082378912 15:46:18 all 2.33 0.00 9.82 0.00 0.00 5.68 0.00 0.00 0.00 82.17
1778082379913 15:46:19 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082380913 15:46:20 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082381913 15:46:21 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082382913 15:46:22 all 7.04 0.00 3.02 0.00 0.00 0.00 0.00 0.00 0.00 89.95
 15:46:04 all 0.00 0.00 0.00 0.00 0.00 0.50 0.00 0.00 0.00 99.50
1778082365605 15:46:05 all 1.29 0.00 6.72 0.00 0.00 3.88 0.00 0.00 0.00 88.11
1778082366605 15:46:06 all 2.79 0.00 22.01 0.00 0.00 11.98 0.00 0.00 0.00 63.23
1778082367604 15:46:07 all 1.36 0.00 15.22 0.00 0.00 8.70 0.00 0.00 0.00 74.73
1778082368604 15:46:08 all 1.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.51
1778082369605 15:46:09 all 1.84 0.00 12.34 0.00 0.00 7.61 0.00 0.00 0.00 78.22
1778082370605 15:46:10 all 2.43 0.00 19.95 0.00 0.00 12.40 0.00 0.00 0.00 65.23
1778082371604 15:46:11 all 1.04 0.00 8.31 0.00 0.00 3.90 0.00 0.00 0.00 86.75
1778082372604 15:46:12 all 0.50 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082373605 15:46:13 all 2.15 0.00 18.28 0.00 0.00 11.29 0.00 0.00 0.00 68.28
1778082374605 15:46:14 all 3.26 0.00 20.92 0.00 0.00 10.33 0.00 0.00 0.00 65.49
1778082375604 15:46:15 all 0.51 0.00 2.78 0.00 0.00 0.76 0.00 0.00 0.00 95.95
1778082376605 15:46:16 all 0.51 0.00 4.09 0.00 0.00 2.05 0.00 0.00 0.00 93.35
1778082377605 15:46:17 all 2.71 0.00 19.51 0.00 0.00 12.20 0.00 0.00 0.00 65.58
1778082378604 15:46:18 all 2.62 0.00 16.27 0.00 0.00 9.19 0.00 0.00 0.00 71.92
1778082379604 15:46:19 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082380604 15:46:20 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082381605 15:46:21 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082382605 15:46:22 all 2.51 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 96.49
